topic-id,topic-name
2393,Multi-Digit by One-Digit Multiplication Using Area Models
2394,Two-Digit by Two-Digit Multiplication Using Place Value
2395,Adding and Subtracting Mixed Numbers With Unlike Denominators: Word Problems
2396,Creating and Interpreting Whole Number Expressions
2397,Evaluating Whole Number Expressions
2398,Evaluating Whole Number Expressions With Parentheses
2399,Multiplicative Comparisons of Whole Number Expressions
2400,Creating and Interpreting Line Plots
2401,Operations on Fractions With Line Plots
2402,Converting Units of Volume to Smaller Units
2403,Understanding Volume Using Unit Cubes
2404,Volumes of Right Rectangular Prisms
2406,Dividing by Two-Digit Numbers by Connecting Multiplication and Division
2407,Quadrilaterals
2408,Creating and Interpreting Line Plots With Fractions
2409,Interpreting Fractions as Division
2410,Describing the Coordinate Plane
2411,Volumes of Right Rectangular Prisms: Word Problems
2412,Using Fractions to Represent Division of Whole Numbers
2413,Solving Real World Problems Using Coordinates
2414,Coordinate Planes as Maps
2415,Two-Digit by One-Digit Multiplication Using Area Models
2416,Two-Digit by One-Digit Multiplication Using Place Value
2417,Multi-Digit by One-Digit Multiplication Using Place Value
2418,Two-Digit by Two-Digit Multiplication Using Area Models
2422,Dividing by One-Digit Numbers by Connecting Multiplication and Division
2423,Two-Digit by One-Digit Division Using Area Models
2424,Two-Digit by One-Digit Division Using Partial Quotients
2425,Multi-Digit by One-Digit Division Using Partial Quotients
2426,Multi-Digit by One-Digit Division Using Area Models
2427,Converting Metric Units of Length to Smaller Units
2428,Converting Units of Mass to Smaller Units
2429,Converting Units of Time to Smaller Units
2430,Generating Patterns
2431,Identifying Patterns
2432,Comparing Patterns
2433,Graphing Patterns
2434,Dividing Numbers by One-Digit Numbers: Interpreting the Remainder
2435,Dividing Four-Digit and Five-Digit Decimals
2436,Dividing Fractions by Whole Numbers Using Models
2437,Dividing Whole Numbers by Fractions Using Models: Whole Number Results
2438,Dividing Fractions Using Models
2439,Greatest Common Factors
2440,Least Common Multiples
2441,Factoring Numerical Expressions
2442,Negative Numbers
2443,Interpreting Negative Numbers
2444,Comparing Negative Numbers
2445,Introduction to Two-Variable Equations
2447,Volumes of Rectangular Prisms With Fractional Edge Lengths
2448,Polygons in the Coordinate Plane
2449,Finding Areas and Perimeters in the Coordinate Plane
2450,Solving Problems in the Coordinate Plane
2451,Converting Between Percentages and Fractions
2452,Converting Between Percentages and Decimals
2453,Finding Part of a Number Given a Whole and a Percentage
2454,Finding Part of a Number Given a Whole and a Percentage: Word Problems
2455,Finding a Percentage Given Two Numbers
2456,Finding a Total Given a Part and a Percentage
2457,"Comparing Fractions, Percents, and Decimals"
2458,Strategies to Simplify Whole Number and Fraction Multiplication
2459,Multiplying Fractions by Swapping Denominators
2461,Reflections of Points in the Coordinate Plane
2462,Representing Inequalities on Number Lines
2463,Two-Variable Equations: Solving for the Independent Variable
2464,Solving Exponential Growth Problems
2465,Interpreting Exponential Growth
2466,Solving Exponential Decay Problems
2467,Identifying Three-Dimensional Shapes
2468,Nets of Polyhedrons
2469,Finding Surface Areas Using Nets
2470,Polygons
2471,Modeling Exponential Growth With Functions
2472,Modeling Exponential Decay With Functions
2473,Areas and Perimeters of Parallelograms
2474,Comparing Exponents
2475,Evaluating Whole Number Expressions Containing Exponents
2476,Evaluating Exponents With Fractional Bases
2477,Evaluating Exponents With Decimal Bases
2478,Introduction to Statistics
2479,The Mean of a Data Set
2480,"Range, Quartiles, and IQR"
2481,Mean Absolute Deviation
2482,Box Plots
2483,Finding Areas Between Shapes
2484,"Faces, Vertices, and Edges of Polyhedrons"
2485,Creating Whole Number Expressions From Terminology
2497,Dividing Fractions and Whole Numbers: Word Problems
2498,Comparing Data Sets Using Range and Quartiles
2499,Dot Plots
2500,Measuring Centrality From Dot Plots
2501,Measuring Range and MAD From Dot Plots
2502,"Symmetry, Skew, and Outliers"
2505,Identifying Solutions to Linear Inequalities
2509,Frequency Tables
2510,Histograms
2512,Integrating Rates of Change
2513,Integrating Density Functions
2516,Comparing Measures of Center
2517,Outliers
2518,Analyzing Two-Variable Equations Using Tables
2520,Dividing Mixed Numbers: Word Problems
2521,Exact Differential Equations
2522,Bernoulli Differential Equations
2523,The Method of Frobenius
2524,Simple Harmonic Oscillators
2525,Damped Oscillators
2526,Forced Oscillators
2527,Variation of Parameters for Second-Order ODEs
2528,Cauchy-Euler Equations: Characteristic Equations With Distinct Real Roots
2529,Introduction to Laplace Transforms
2530,Inverse Laplace Transforms
2531,Solving First-Order ODEs Using Laplace Transforms
2532,Phase Lines of First-Order ODEs
2533,Classifying Equilibrium Solutions of First-Order ODEs
2534,Finding the Common Ratio of a Geometric Sequence Given Two Terms
2535,Solving Exponential Equations with Fractional Solutions
2536,Homogeneous Functions
2537,Linearity of Laplace Transforms
2538,Laplace Transforms of Derivatives
2539,The Intersection of Two Planes
2540,Solving Second-Order ODEs Using Laplace Transforms
2542,Taylor Series Solutions of Differential Equations
2543,Power Series Solutions of Differential Equations
2544,Cauchy-Euler Equations: Characteristic Equations With Repeated Roots
2545,Cauchy-Euler Equations: Characteristic Equations With Complex Roots
2546,Cauchy-Euler Equations With Forcing
2547,Linear Independence of Solutions to Homogeneous ODEs
2548,Introduction to Second-Order Linear ODEs
2549,The Superposition Principle
2550,Unit Rates Associated With Ratios of Fractions
2551,Solving Unit Rate Problems Using Ratios of Fractions
2552,Understanding Proportional Relationships Using Graphs
2553,Understanding Proportional Relationships Using Tables
2554,Understanding Proportional Relationships From Descriptions
2556,Percentages in Commerce and Finance
2558,"Natural Numbers, Integers, and Rational Numbers"
2560,Applying Percentage Increases
2561,Evaluating Rational Number Expressions Without Exponents
2563,Further Percentages in Commerce and Finance
2564,Writing Repeating Decimals as Fractions
2566,Interpreting Trigonometric Models
2585,Scatter Plots
2607,Radicals as Fractional Exponents
2609,Trend Lines
2610,Limits Involving the Exponential Function
2611,Midpoint and Trapezoidal Rules in Sigma Notation
2613,Approximating Volumes Using Lower Riemann Sums
2614,Approximating Volumes Using Upper Riemann Sums
2615,Lower Riemann Sums Over General Rectangular Partitions
2616,Double Integrals Over Non-Rectangular Domains
2622,Equivalence Relations
2623,Finding a Basis of the Column Space of a Matrix
2625,The Least Common Multiple of Two Monomials
2626,The Least Common Multiple of Two Polynomials
2627,Surjections
2635,Line Integrals of Scalar Functions Over Paths Expressed as Functions of X
2638,Line Integrals of Scalar Functions Over Polar Curves
2641,Modular Congruence
2642,Equivalence Classes
2654,Euler's Totient Function
2655,Residue Classes
2673,The Addition Property of Modular Arithmetic
2674,The Multiplication Properties of Modular Arithmetic
2675,The Division Properties of Modular Arithmetic
2676,The Euclidean Algorithm
2677,The Extended Euclidean Algorithm
2678,Injections
2679,Bijections
2689,The Division Algorithm
2703,Vectors Over the Complex Numbers
2706,Linear Transformations of Points and Lines in the Plane
2707,Local Extrema of Functions
2722,Newton's Second Law
2726,Fermat's Little Theorem
2727,Euler's Theorem
2734,Finding Multiplicities of the Roots of Quartic Polynomials by Factoring
2735,Additive Inverses Modulo N
2736,Introduction to Cryptography
2737,Solving Advanced Linear Congruences
2738,Generalized Eigenvectors
2740,General Solutions of Linear ODEs
2741,Second-Order Homogeneous Initial Value Problems
2742,Introduction to Boundary Value Problems
2745,The Linear Cipher
2746,Parametric Equations of Ellipses
2754,Planar Graphs
2756,Connected Graphs
2757,Adjacency Matrices
2759,Dimension in Abstract Vector Spaces
2760,The Unit Step Function
2761,The Pigeonhole Principle
2786,Modular Residues
2787,Universal and Existential Quantifiers
2788,De Morgan's Laws for Sets
2789,Disjoint Sets
2790,"The ""Not"" Connective"
2791,Negating Quantified Statements
2792,Nested Quantifiers
2793,Necessary and Sufficient Conditions
2795,Proving Divisibility
2798,Formal and Informal Language
2799,Proving Congruence by Contrapositive
2801,Direct Proof
2805,"Divisibility of Integers by 2, 5, 10, 4, and 8"
2806,Proving Elementary Properties of Set Operations
2807,Proof by Contrapositive
2808,Proving Divisibility by Contrapositive
2809,The Chinese Remainder Theorem
2815,Trivial and Vacuous Proofs
2817,Relations on Finite Sets
2818,Solving Homogeneous Systems of ODEs With Repeated Eigenvalues
2819,Solving Homogeneous Systems of ODEs With Complex Eigenvalues
2821,Logical Equivalence
2822,The Distributive Laws
2823,The Absorption Laws
2824,The Second Derivative of a Multivariable Function
2825,The Components of a Vector with Respect to an Orthogonal or Orthonormal Basis
2826,The Union of Sets
2827,The Intersection of Sets
2828,The Difference of Sets
2829,Set Complements
2830,Logical Associative and Commutative Laws
2832,Nonlinear Transformations of Plane Regions
2833,The Total Area Bounded by a Single Polar Curve
2835,Double Integrals Between Polar Curves
2836,Properties of Expectation for Discrete Random Variables
2837,"Parametric Equations of Parabolas Centered at (h,k)"
2838,Modeling With the Poisson Distribution
2839,Modeling With the Geometric Distribution
2840,The Poisson Approximation of the Binomial Distribution
2841,Combining Reflections With Other Graph Transformations
2849,Euler's Formula for Polyhedra
2852,Counting Integer Solutions of a Constrained Equation
2854,Big-O Notation
2855,Inequalities Involving Powers of Binomials
2856,Solving Radical Inequalities
2857,Solving Inequalities Involving Exponential Functions
2858,Solving Inequalities Involving Logarithmic Functions
2859,Solving Inequalities Involving Exponential Functions and Polynomials
2869,The RSA Cryptosystem
2877,The Diffie-Hellman Protocol
2883,Dividing Polynomials by Manipulating Rational Expressions
2884,The Area of a 30-60-90 Triangle
2885,The Area of an Isosceles Right Triangle
2886,The Area of an Equilateral Triangle
2887,Diagonals of Squares
2888,Fractions in Arbitrary Bases
2889,Integers in Arbitrary Bases
2891,Converting Between Binary and Hexadecimal Integers
2893,Breadth-First Search
2895,Shortest Paths in Unweighted Graphs
2899,Dijkstra's Algorithm
2915,"Euclidean, Manhattan, and Minkowski Distance"
2926,Newton's Method for Optimizing Single-Variable Functions
2927,Matrix Functions
2941,Working With Areas of Similar Polygons
2973,Variation of Parameters for First-Order Linear ODEs
2975,Evaluating Definite Integrals Using Symmetry
2976,Qualitative Analysis of First-Order ODEs
2977,Calculating Areas of Triangles and Quadrilaterals in the Plane
2978,Plotting X as a Function of Y
2979,Solving Exponential Equations Using the Zero-Product Property
2980,The Sample Mean
2981,Parametric Equations of Vertical Hyperbolas
2982,Solving Inequalities Involving Positive and Negative Factors
2984,Hexadecimal Integers
2986,Partitions
2987,Moments of Continuous Random Variables
2988,Variance of Continuous Random Variables
2989,The Trinomial Distribution
2990,Modeling With Continuous Uniform Distributions
2991,Mean and Variance of the Poisson Distribution
2992,Mean and Variance of the Geometric Distribution
2993,The Normal Approximation of the Poisson Distribution
2994,Approximating Discrete Random Variables as Continuous
2995,Introduction to Hypothesis Testing
3001,Joint Distributions for Discrete Random Variables
3002,Marginal Distributions for Discrete Random Variables
3003,Conditional Distributions for Discrete Random Variables
3004,The Joint CDF of Two Discrete Random Variables
3009,Combining Two Normally Distributed Random Variables
3010,The Discrete Uniform Distribution
3012,Type I and Type II Errors
3013,Variance of Sample Means
3014,Introduction to Chi-Square Goodness-of-Fit
3015,Testing Binomial Models Using Chi-Square Goodness-of-Fit
3016,Testing Poisson Models Using Chi-Square Goodness-of-Fit
3017,Testing Continuous Uniform Models Using Chi-Square Goodness-of-Fit
3018,Testing Normal Models Using Chi-Square Goodness-of-Fit
3020,Spearman's Rank Correlation Coefficient
3022,Conditional Distributions for Continuous Random Variables
3023,The Chi-Square Distribution
3024,"Median, Quartiles and Percentiles of Continuous Random Variables"
3025,Finding the Mode of a Continuous Random Variable
3027,Into Functions
3028,Properties of Variance for Discrete Random Variables
3029,Creating Rows or Columns Containing Zeros Using Gaussian Elimination
3032,Regular Graphs
3036,Supremum and Infimum
3043,Comparing Data Sets Using Measures of Centrality
3048,Independence of Discrete Random Variables
3049,The Covariance of Two Random Variables
3050,The Correlation Coefficient for Two Random Variables
3052,Joint Distributions for Continuous Random Variables
3053,Conditional Expectation for Discrete Random Variables
3055,The Distribution Function Method
3056,The Change-of-Variables Method for Continuous Random Variables
3057,Conditional Expectation for Continuous Random Variables
3060,The F-Distribution
3061,The Rule of the Lazy Statistician for Two Random Variables
3062,Variance of Sums of Independent Random Variables
3067,Sample Means From Normal Populations
3069,The Student's T-Distribution
3070,Properties of Moment-Generating Functions
3071,The Bernoulli Distribution
3072,The Negative Binomial Distribution
3073,The Hypergeometric Distribution
3074,The Exponential Distribution
3075,The Gamma Distribution
3077,Maximum Likelihood Estimation
3079,Multiplying Fractions Using Models
3080,Integer Divisibility
3081,Product Notation
3082,Linear Diophantine Equations
3083,Generating Functions
3114,Jordan Blocks and Jordan Matrices
3115,Jordan Canonical Form of a 3x3 Matrix
3116,Finding Roots of Functions Using a Graphing Calculator
3118,Symmetric Matrices
3119,Diagonalization of 3x3 Symmetric Matrices
3120,The Spectral Theorem
3121,Bilinear Forms
3122,Change of Variables in Quadratic Forms
3123,Quadratic Forms
3124,Finding the Canonical Form of a Quadratic Form Using Lagrange's Method
3126,Finding the Canonical Form of a Quadratic Form Using Orthogonal Transformations
3127,Positive-Definite and Negative-Definite Quadratic Forms
3128,Finding Extrema of Functions Using a Graphing Calculator
3129,Reducing a Quadratic Curve to Its Principal Axes
3131,The Singular Values of a Matrix
3132,Singular Value Decomposition of 2x2 Matrices
3133,Singular Value Decomposition of Larger Matrices
3134,Singular Value Decomposition and the Pseudoinverse Matrix
3135,Weighted Least-Squares
3136,Binary Fractions
3137,Sampling Proportions From Finite Populations
3138,The Sample Covariance Matrix
3140,Generating Functions of Homogeneous Recurrence Relations
3145,Properties of Line Integrals of Scalar Functions
3147,The Average Value of a Multivariable Function
3149,Conservative Vector Fields in the Cartesian Plane
3171,Constrained Optimization of Quadratic Forms
3172,Finding Derivatives Using a Graphing Calculator
3173,The Multivariable Chain Rule
3176,Binormal Vectors
3177,The Components of Acceleration
3178,Flux in Three-Dimensional Vector Fields
3179,Solving First-Order ODEs by Substitution
3184,Equilibrium Solutions of First-Order ODEs
3186,Expressing Homogeneous ODEs as First-Order Systems
3187,Solving Systems of ODEs Using Variation of Parameters
3188,Phase Planes and Phase Portraits
3189,Solving Inhomogeneous Systems of ODEs
3190,Solving Inhomogeneous Systems of ODEs Using Laplace Transforms
3191,The Lotka-Volterra Predator-Prey Model
3195,Introduction to Fourier Series
3196,Fourier Sine Series
3197,Fourier Cosine Series
3198,Convergence of Fourier Series
3209,Variation of Parameters With Higher-Order ODEs
3211,Eigenvalues and Eigenfunctions of Homogeneous BVPs
3212,The Coordinates of a Vector Relative to a Basis in Abstract Vector Spaces
3213,Exploring Functions Using Technology
3214,Percentage Points of the Standard Normal Distribution
3215,Introduction to Differential Equations
3216,"Calculating Slopes of Circles, Ellipses, and Parabolas"
3218,Indicator Functions for Predicates
3219,Analyzing Slope Fields for Directly Integrable Differential Equations
3220,Analyzing Slope Fields for Autonomous Differential Equations
3224,Integrating Products of Trigonometric Functions
3231,The Lotka-Volterra Model With Carrying Capacity
3232,Solving Homogeneous Systems of ODEs Using Laplace Transforms
3235,Velocity and Acceleration as Functions of Displacement
3237,General Solutions of First-Order Linear Systems of ODEs
3238,Solving Decoupled Homogeneous Systems of ODEs
3239,Phase Portraits for Linear Systems With Real Distinct Eigenvalues
3240,Phase Portraits for Linear Systems With Repeated Eigenvalues
3241,Phase Portraits for Linear Systems With Complex Eigenvalues
3242,Phase Portraits for Decoupled Linear Systems
3245,Euler's Method for Systems of ODEs
3246,Error in Numerical Methods
3247,The Modified Euler Method
3248,The RK4 Method
3251,Differentiating Reciprocal Hyperbolic Functions
3252,Differentiating Inverse Hyperbolic Functions
3253,Integration Using Inverse Hyperbolic Functions
3255,Differentiating Inverse Reciprocal Hyperbolic Functions
3256,Integration Using Inverse Reciprocal Hyperbolic Functions
3257,Integrating Hyperbolic Functions Using Substitution
3258,Integration by Substitution With Inverse Hyperbolic Functions
3259,Integration by Substitution With Inverse Reciprocal Hyperbolic Functions
3260,Integration Using Basic Hyperbolic Identities
3261,Integration Using the Hyperbolic Pythagorean Identities
3262,Integration Using the Hyperbolic Double-Angle Formulas
3263,Integration Using Hyperbolic Functions and Completing the Square
3264,Integration Using Inverse Reciprocal Hyperbolic Functions and Completing the Square
3265,The Reciprocal Hyperbolic Functions
3267,Graphs of the Reciprocal Hyperbolic Functions
3269,Modeling With Discrete Uniform Distributions
3270,The CDF of the Binomial Distribution
3272,Bayes' Theorem
3273,Mean and Variance of the Negative Binomial Distribution
3274,The CDF of the Poisson Distribution
3275,Mean and Variance of the Exponential Distribution
3276,Slope Fields for Directly Integrable Differential Equations
3277,Mean and Variance of the Continuous Uniform Distribution
3278,Singular Value Decomposition of 2x2 Matrices With Zero or Repeated Eigenvalues
3280,Mean and Variance of the Bernoulli Distribution
3281,The Binomial Distribution
3282,The Poisson Distribution
3284,The Geometric Distribution
3285,Modeling With the Negative Binomial Distribution
3286,Extending Bayes' Theorem
3287,Calculating Moments Using Moment-Generating Functions
3288,Constructing Moment-Generating Functions for Discrete Probability Distributions
3289,The Gamma Function
3292,Expected Values of Sums and Products of Random Variables
3293,The Uniqueness Property of MGFs
3295,Linear Combinations of Binomial Random Variables
3296,Linear Combinations of Poisson Random Variables
3298,Confidence Intervals for Two Means: Known and Unequal Population Variances
3299,Confidence Intervals for One Variance
3300,Confidence Intervals for One Proportion
3303,Hypothesis Tests for One Mean: Known Population Variance
3310,Hypothesis Tests for Two Means: Known Population Variances
3311,Hypothesis Tests for One Mean: Unknown Population Variance
3312,Hypothesis Tests for Two Means: Paired-Sample Z-Test
3313,Hypothesis Tests for Two Means: Equal But Unknown Population Variances
3314,Hypothesis Tests for One Variance
3315,One-Factor Within Groups and Between Groups Variation
3317,Chi-Square Tests of Independence and Homogeneity
3318,Hypothesis Tests for Two Variances
3319,Estimating Sample Sizes for Means
3320,Estimating Sample Sizes for Proportions
3321,Estimating Sample Sizes for Proportions: Finite Population Correction
3322,Confidence Intervals for Linear Regression Slope Parameters
3324,Hypothesis Tests for Two Proportions
3326,Introduction to Order Statistics
3334,Sets and Functions
3335,Diagonalization of 2x2 Symmetric Matrices
3336,Classifying Quadratic Curves
3338,Circular Motion About the Origin
3340,Applying Newton's Second Law in the Plane
3343,Vector Fields
3344,Visualizing Vector Fields
3350,Analyzing Slope Fields for Nonautonomous Differential Equations
3351,Slope Fields for Autonomous Differential Equations
3352,Slope Fields for Nonautonomous Differential Equations
3353,Modeling With the Exponential Distribution
3354,Further Properties of Line Integrals of Scalar Functions
3355,Solving Rational Inequalities
3356,"Simple, Closed, and Oriented Curves"
3357,Connected and Simply-Connected Regions
3360,Path Independence of Line Integrals
3361,Green's Theorem in Flux Form
3362,Adding and Subtracting Binary Integers
3363,Binary Integers
3371,Parametrizations of Ellipsoids and Cones
3372,Surfaces of Revolution
3373,Tangent Planes to Parametric Surfaces
3380,Lagrange Multipliers With Multiple Constraints
3386,Surface Integrals Over Parametric Surfaces
3387,Affine Transformations
3400,The Roots of Unity
3401,Moment-Generating Functions
3402,Mean and Variance of the Discrete Uniform Distribution
3404,Pascal's Triangle and the Binomial Coefficients
3411,Parity
3412,Disproving Universal Statements
3414,Proof by Contradiction
3421,Proving Injectivity
3422,Proving Surjectivity
3424,Discrete Infinite Sets With Equal Cardinality
3425,Cantor's Diagonal Argument
3426,The Cantor-Bernstein-Schröder Theorem
3428,Cantor's Theorem
3526,Proving Divisibility by Contradiction
3530,Roots of Transformed Radical Functions
3533,Further Calculating Areas of Sectors
3534,Calculating the Vertex of a Parabola by Completing the Square
3535,Reflections of Figures Across Arbitrary Lines
3536,Further Rules of Absolute Value
3537,Evaluating Larger Exponents
3538,Further Evaluating Expressions Containing Inverse Trigonometric Functions
3539,Further Determining Limits of Sequences Using Relative Magnitudes
3540,Describing Properties of the Sine Function
3543,"Divisibility of Integers by 3, 9, 6, and 7"
3546,Writing the Equation of a Parabola in Vertex Form
3547,Problem-Solving With Inscribed Angles
3548,Interpreting the Graph of a Function's Derivative: Concavity and Points of Inflection
3550,Improper Integrals of the Second Kind: Discontinuities at Interior Points
3551,Qualitative Analysis of the Logistic Growth Equation
3552,Squaring a Square Root
3553,Graphing Reflections of Trigonometric Functions: Three or More Transformations
3554,Congruent Angles
3555,Solving Rational Equations Containing Binomials Using Cross-Multiplication
3556,Finding Equations of Parallel Lines
3557,Describing Properties of the Cosine Function
3558,Describing Properties of the Tangent Function
3559,Combining Transformations of Absolute Value Graphs
3560,Radius of Convergence of Power Series
3561,Negative Exponents
3562,Finding Equations of Perpendicular Lines
3563,Describing Properties of the Secant Function
3565,"Arcs, Segments, and Sectors of Circles"
3566,Describing Properties of the Cotangent Function
3567,Describing Properties of the Cosecant Function
3568,Trigonometric Ratios of Quadrantal Angles Outside the Standard Range
3569,Surfaces in Cylindrical Polar Coordinates
3570,Surfaces in Spherical Polar Coordinates
3571,The Extreme Value Theorem
3573,Recognizing Standard Maclaurin Series for Trigonometric Functions
3574,Finding Complex Eigenvectors of Real 2x2 Matrices
3575,Applying the Fundamental Theorem of Calculus to Exponential and Trigonometric Functions
3576,Calculating the Displacement of a Particle Using Integration
3577,Factoring Trinomials Using Common Factors
3579,The Mode of a Data Set
3581,Determining Characteristics of Moving Objects Using Differentiation
3582,Determining Characteristics of Moving Objects Using Integration
3584,Horizontal and Vertical Tangents to Polar Curves
3585,Rounding Up Decimals
3587,"Multiplying by 10, 100, and 1,000 Using Place Value"
3589,Correlation vs. Causation
3590,Interpreting Trend Line Coefficients
3591,Covariance
3593,Speed as a Unit Rate
3594,The Empirical Rule for the Normal Distribution
3595,Residuals and Residual Plots
3596,Parametrizations of Cylinders
3597,Parametrizations of Paraboloids and Hyperboloids
3601,Constructing Moment-Generating Functions for Continuous Probability Distributions
3602,Areas of Surfaces
3603,Likelihood Functions for Discrete Probability Distributions
3622,Diagonals of Cubes
3627,Green's Theorem in Polar Coordinates
3628,Further Solving First-Order ODEs by Substitution
3629,Jordan Canonical Form of a 2x2 Matrix
3631,One-to-One Transformations of Discrete Random Variables
3632,Surface Areas of Revolution: Rotation About the Y-Axis
3633,Ranks of Generalized Eigenvectors
3634,Finding Generalized Eigenvectors of Specific Ranks
3635,Expressing Inhomogeneous ODEs as First-Order Systems
3636,Marginal Distributions for Continuous Random Variables
3637,The Distribution Function Method With Many-to-One Transformations
3638,Combining Multiple Normally Distributed Random Variables
3639,Jordan Canonical Decomposition of a 3x3 Matrix
3640,The Joint CDF of Two Continuous Random Variables
3641,The Shell Method: Rotating a Region Between Two Curves About the X-Axis
3642,Moments of Discrete Random Variables
3645,The Image of a Linear Transformation in the Cartesian Plane
3647,Many-to-One Transformations of Discrete Random Variables
3648,Calculating Variance and Standard Deviation Using Moment-Generating Functions
3652,Jordan Canonical Decomposition of a 2x2 Matrix
3653,Solving Cubic Equations With Complex Roots
3657,Solving Quartic Equations With Complex Roots
3658,Tree Diagrams for Dependent Events: Applications
3663,Further Angles in Inscribed Right Triangles
3664,Modeling With Inverse Variation
3665,Maximizing Profit and Break-Even Points
3667,"Constructing Revenue, Cost, and Profit Functions"
3668,Euler's Method: Calculating Multiple Steps
3670,Further Advanced Rational Equations
3671,Further Limits Involving the Exponential Function
3672,Exponential Growth and Decay Models With First-Order ODEs: Calculating Unknown Times and Initial Values
3673,Exponential Growth and Decay Models With First-Order ODEs: Half-Life Problems
3674,Solving the Logistic Growth Equation
3675,Solving Logarithmic Equations Using the Zero-Product Property
3676,Linear vs. Exponential Growth and Decay Models
3678,Evaluating Special Limits Involving Sine Using a Substitution
3679,Subtracting a Positive Fraction From a Smaller Fraction
3680,Subtracting a Positive Decimal From a Smaller Decimal
3681,Modeling Financial Problems Using Geometric Series
3683,The Domain and Range of Transformed Functions
3684,Further Solving of Two-Variable Nonlinear Inequalities
3685,Identifying a Rational Function From a Graph Containing Holes
3686,Identifying the Graph of a Rational Function
3687,The Work-Energy Principle
3688,Line Integrals of Scalar Functions Over Circles
3689,Line Integrals of Scalar Functions Over Paths Expressed as Functions of Y
3690,Line Integrals of Scalar Functions Over Ellipses
3692,Gradient Vector Fields
3693,Determining Properties of Objects Described as Functions of Displacement
3694,Interpreting Line Integrals of Vector-Valued Functions
3695,Recursive Formulas for Arithmetic Sequences
3696,Upper Riemann Sums Over General Rectangular Partitions
3697,Partitions of Intervals
3698,Calculating Double Summations Over Partitions
3699,Line Integrals of Scalar Functions Over Line Segments
3700,Properties of the Curl Operator
3701,Properties of the Divergence Operator
3703,Sums of Line Integrals With Respect to X and Y
3704,Properties of Line Integrals of Vector-Valued Functions
3705,Sums of Line Integrals With Respect to X and Y Over Parametric Curves
3706,The Image of an Affine Transformation
3707,The Inverse of an Affine Transformation
3708,Properties of Line Integrals With Respect to X and Y
3709,Simplifying Expressions With Surds
3710,Factorials in Variable Expressions
3711,Line Integrals of Vector-Valued Functions Over General Curves
3713,Circulation
3715,Flux in Two-Dimensional Vector Fields
3716,Calculating Flux in Two-Dimensional Vector Fields
3717,Stream Functions
3718,Multiplying Negative Numbers
3719,Dividing With Negative Decimals and Fractions
3720,Subtracting a Positive Number From a Negative Number
3721,Constructing Algebraic Expressions
3722,Determining the General Term of a Sequence Given Its Generating Function
3723,Generating Functions for Inhomogeneous Recurrence Relations
3724,Solving Linear Inequalities With Unknown Parameters
3725,Properties of Lines Given in Standard Form
3726,Solving Homogeneous Recurrence Relations Using Generating Functions
3728,The Range of a Function: Advanced Cases
3729,The Square Root of a Perfect Square With Domain Restrictions
3731,Problem Solving With Angles of Triangles
3732,Vertical Motion
3734,Domain and Range of Inverse Functions
3735,Graph Transformations of Reciprocal Functions
3736,Modeling Using the Law of Cosines
3737,Solving Exponential Equations With Different Bases Using Logarithms
3738,Determining Polynomial Coefficients Using the Factor Theorem
3739,Adding Rational Expressions With No Common Factors in the Denominator
3741,The Range of a Transformed Radical Function
3746,Further Reasoning With Equivalent Ratios
3747,Solving Linear Equations With Unknown Coefficients
3748,Solving Equations With Odd Exponents Using the Nth Root Method
3749,The Median of a Data Set
3750,Additive Comparisons of Whole Number Expressions
3751,"Rectangles, Rhombuses, and Squares"
3752,Solving Linear Equations With Unknown Coefficients by Factoring
3753,Making Predictions Using Trend Lines
3754,Finding a Percentage Given Two Numbers: Word Problems
3755,Removing Outliers
3756,Adding and Subtracting Radical Expressions
3757,Measuring Quartiles and IQR From Dot Plots
3758,Comparing Measures of Spread
3759,Exponential Regression
3760,Multiplying and Dividing Binary Integers
3761,"Further Speed, Distance, Time Problems"
3762,Multiplying Mixed Numbers: Word Problems
3763,Modeling With One-Step Inequalities
3764,The Special Case of the Binomial Theorem
3765,Further Modeling With Linear Equations in Two Variables
3766,Evaluating Trigonometric Expressions
3767,Calculating Displacement for Plane Motion
3768,Conjugate Axes of Hyperbolas
3769,The Sum Rule for Indefinite Integrals
3770,Integrating Exponential Functions Using Substitution
3771,Higher-Degree Taylor Polynomials
3774,Higher Roots of Complex Numbers
3775,Introduction to Principal Component Analysis
3776,Nilpotent and Idempotent Matrices
3778,Boolean Functions
3779,Boolean Functions And Logical Operations
3780,Disjunctive Normal Forms
3781,Conjunctive Normal Forms
3782,Boolean Polynomials
3783,Truth-Preserving Boolean Functions
3785,Self-Dual Boolean Functions
3786,Monotonic Boolean Functions
3787,Affine Boolean Functions
3788,Functionally Complete Sets
3789,Introduction to Logic Circuits
3790,Simplifying Logic Circuits
3791,Logic Gates and Combinational Circuits
3793,Simplifying Logical Expressions Using Karnaugh Maps
3795,Mealy Machines
3796,Moore Machines
3797,Deterministic Finite Automata
3798,Nondeterministic Finite Automata
3799,The Language of Automata
3800,Regular Expressions
3802,Introduction to Turing Machines
3803,Big-O Notation
3805,Big-Omega Notation
3807,Big-Theta Notation
3811,Limits of Inverse Trigonometric Functions
3812,Plotting Parametric and Polar Curves Using Technology
3813,Estimating Multi-Digit Division
3814,Nondeterministic Turing Machines
3817,Describing Function Composition
3818,Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases): Applications
